NameChange,SubClass,SuperOrder,alt_order,Order,Family,Code,Species,Genus,Species.1,CommonName,OtherNotes,SourceCode,Phreatophyte,Noxious,Toxic,WeedyInOV,RareOrUncommon,Lifecycle,Veg_Type,USDA0,USDA8,Group,Provenance,Lifeform,Spore/Seed,Gymnosperm/Angio,Monocot/Dicot,tbl_species_veg_type_ID,addition_origin
0,NA,NA,NA,Elaeagnales,Equisetaceae,EQUIS,Equisetum sp.,Equisetum,sp,Horsetail/ Scouring rush,NA,"1,4,6,8",GW dependent,0,0,-1,0,Perennial,weed,n/a,n/a,3,Native,Herb,Ferns or fern allies,NA,NA,NA,NA
0,NA,NA,NA,Poales,Poaceae,ERAGR,Eragrostis sp.,Eragrostis,sp,Lovegrass,NA,"7,8",0,0,0,0,0,Annual/Perennial,grass,n/a,n/a,4,NA,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERAL23,Ericameria albida,Ericameria,albida,"rabbitbrush, White-flowered",NA,"1,2,3,4,7",GW dependent,0,0,0,-1,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERAM2,Eriogonum ampullaceum,Eriogonum,ampullaceum,"buckwheat, Mono",NA,"1,4",0,0,0,0,-1,Annual,forb,UPL,FACU,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERAMP,Eriophyllum ambiguum var. paleaceum,Eriophyllum,ambiguum,"woolly daisy, Beautiful",NA,2,0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERBA7,Eriogonum baileyi,Eriogonum,baileyi,"buckwheat, Bailey's",thin stems white flowers,"2,4",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Myrtales,Onagraceae,ERBO8,"Eremothera boothii
Eremothera boothii ssp. decorticans
Eremothera boothii ssp. Desertorum",Eremothera,boothii,"evening primrose, Booth's","Flws white fading to pink, in tight bottle-brush like clusters","4,7,8",0,0,0,0,0,Annual,forb,n/a,n/a,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Myrtales,Onagraceae,ERBOD,Eremothera boothii ssp. decorticans,Eremothera,boothii,"evening primrose, Shredding",Leaves serrated,7,0,0,0,0,0,Annual,forb,n/a,n/a,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Myrtales,Onagraceae,ERBOD2,Eremothera boothii ssp. desertorum,Eremothera,boothii,"evening primrose, Desert",Leaves entire,"2,3,4,7",0,0,0,0,0,Annual,forb,n/a,n/a,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Asterales,Asteraceae,ERBR4,Erigeron breweri,Erigeron,breweri,"fleabane daisy, Brewer's",NA,"4,6",0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERBR7,Eriogonum brachyanthum,Eriogonum,brachyanthum,"buckwheat, Short-flowered",thin stems yellow flowers,"1,2,4",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERBR8,Eriogonum brachypodum,Eriogonum,brachypodum,"buckwheat, Glandular skeleton","Inforescence flat topped, glandular, white flow.","2,4",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERBRB5,Erigeron breweri var. bisanctus,Erigeron,breweri,"fleabane daisy, Twin-saint",NA,6,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERBRC3,Erigeron breweri var. covillei,Erigeron,breweri,"fleabane daisy, Coville's",NA,"2,6",0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERBRP,Erigeron breweri var. porphyreticus,Erigeron,breweri,"fleabane daisy, Purple",NA,2,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Capparales,Brassicaceae,ERCA14,Erysimum capitatum,Erysimum,capitatum,"wallflower, Western",NA,7,0,0,0,0,0,Biennial/Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERCA20,Erigeron canadensis,Erigeron,canadensis,"horseweed, Canada",NA,"2,3,4,6,7,8",GW dependent,0,0,-1,0,Annual,forb,FAC,UPL,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Poales,Poaceae,ERCI,Eragrostis cilianensis,Eragrostis,cilianensis,Stinkgrass,NA,"1,4,6,8",0,0,0,0,0,Annual,weed,FACU,FACU,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Geraniales,Geraniaceae,ERCI6,Erodium cicutarium,Erodium,cicutarium,"filaree, Redstem",NA,"1,2,3,4,5,6,7",0,-1,0,-1,0,Annual,weed,n/a,n/a,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERCO23,Ericameria cooperi,Ericameria,cooperi,"goldenbush, Cooper's",NA,"1,2,3,4,7",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Poales,Poaceae,ERCU2,Eragrostis curvula,Eragrostis,curvula,"lovegrass, Weeping",NA,1,0,0,0,0,0,Perennial,weed,n/a,n/a,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERCU7,Ericameria cuneata,Ericameria,cuneata,"goldenbush, Cliff",NA,1,0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERDA4,Eriogonum davidsonii,Eriogonum,davidsonii,"buckwheat, Davidson's",NA,"4,8",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polemoniales,Polemoniaceae,ERDE2,Eriastrum densifolium,Eriastrum,densifolium,"woolly-star, Giant",NA,7,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERDE6,Eriogonum deflexum,Eriogonum,deflexum,"buckwheat, Skeleton","usually flat-topped, white flowers hanging down","2,3,4",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERDEB,Eriogonum deflexum var. baratum,Eriogonum,deflexum,"buckwheat, Long-stalked skeleton",NA,2,0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polemoniales,Polemoniaceae,ERDED6,Eriastrum densifolium ssp. densifolium,Eriastrum,densifolium,"woolly-star, Giant",NA,8,0,0,0,0,0,Perennial,forb,n/a,n/a,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
-1,NA,NA,NA,Polemoniales,Polemoniaceae,ERDEE,Eriastrum densifolium ssp. elongatum,Eriastrum,densifolium,"woolly-star, Long-leafed giant",Eriastrum densifolium ssp. densifolium,2,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Polemoniales,Polemoniaceae,ERDEM2,Eriastrum densifolium ssp. mohavense,Eriastrum,densifolium,"woolly-star, Mojave giant",Eriastrum densifolium ssp. densifolium,7,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERDI4,Erigeron divergens,Erigeron,divergens,"daisy, Pastel",NA,"2,4,5,7,8",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polemoniales,Polemoniaceae,ERER2,Eriastrum eremicum,Eriastrum,eremicum,"woolly-star, Desert","corrola bilateral, leaf 2-6-lobed at base","2,4,7",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Malvales,Malvaceae,EREX3,Eremalche exilis,Eremalche,exilis,"mallow, White",NA,"2,4,7,8",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERFA2,Eriogonum fasciculatum,Eriogonum,fasciculatum,"buckwheat, California","Shrub, inflorescence in balls on long stalks","1,2,4,7",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERFAP,Eriogonum fasciculatum var. polifolium,Eriogonum,fasciculatum,"buckwheat, Grey-leaved California",NA,"2,7",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Asterales,Asteraceae,ERFOC,Erigeron foliosus var. covillei,Erigeron,foliosus,"fleabane daisy, Coville's",Erigeron breweri var. covillei,"2,6",0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polemoniales,Polemoniaceae,ERIAS,Eriastrum sp.,Eriastrum,sp,Woolly-star,NA,"1,4,8",0,0,0,0,0,Annual/Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERIGE2,Erigeron sp.,Erigeron,sp,Fleabane daisy,NA,"1,4,6",0,0,0,0,0,Annual/Perennial,forb,n/a,n/a,2,NA,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERIN4,Eriogonum inflatum,Eriogonum,inflatum,"trumpet, Desert","Inflated flower stems, shiny leaves","1,2,3,4,8",0,0,0,0,0,Annual/Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERIOG,Eriogonum sp.,Eriogonum,sp,Buckwheat,NA,"1,4,7",0,0,0,0,0,Annual/Perennial,shrub,n/a,n/a,2,Native,Herb_Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERIOGa,Eriogonum sp. Annual,Eriogonum,sp,"buckwheat, Annual",NA,4,0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERIOP2,Eriophyllum sp.,Eriophyllum,sp,"daisy, Woolly",NA,1,0,0,0,0,0,Annual/Perennial,forb,n/a,n/a,NA,NA,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
-1,NA,NA,NA,Polygonales,Polygonaceae,ERKEK,Eriogonum kearneyi var. kearneyi,Eriogonum,kearneyi,"buckwheat, Kearney",Eriogonum nummulare,"1,3",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERLI6,Ericameria linearifolia,Ericameria,linearifolia,"goldenbush, Showy",NA,2,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERLO,Erigeron lonchophyllus,Erigeron,lonchophyllus,"fleabane daisy, Shortray",NA,7,GW dependent,0,0,0,0,Annual/Biennial,forb,FAC,FACW,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERMA2,Eriogonum maculatum,Eriogonum,maculatum,"buckwheat, Spotted","leaves on flower stalks, flowers white to yellow","2,3,4,6,7,8",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Poales,Poaceae,ERMEV,Eragrostis mexicana ssp. virescens,Eragrostis,mexicana,"lovegrass, Green mexican",NA,"1,4",GW dependent,0,0,0,0,Annual,grass,FAC,NO,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERNA10,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Asterales,Asteraceae,ERNAH,Ericameria nauseosa var. hololeuca,Ericameria,nauseosa,"rabbitbrush, White-leaf",NA,"2,4,5,7",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
-1,NA,NA,NA,Asterales,Asteraceae,ERNAH?,Ericameria nauseosa  ssp. nauseosa var. hololeuca,Ericameria,nauseosa,"rabbitbrush, White-leaf",Ericameria nauseosa var. hololeuca,"2,4,5,7",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Asterales,Asteraceae,ERNAM,Ericameria nauseosa var. mohavensis,Ericameria,nauseosa,"rabbitbrush, Mojave",NA,"2,3",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
-1,NA,NA,NA,Asterales,Asteraceae,ERNAM?,Ericameria nauseosa  ssp. consimilis  var. mohavensis,Ericameria,nauseosa,"rabbitbrush, Mojave",Ericameria nauseosa var. mohavensis,"2,3",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Asterales,Asteraceae,ERNAO,Ericameria nauseosa var. oreophila,Ericameria,nauseosa,"rabbitbrush, Rubber",NA,"4,5,7",GW dependent,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
-1,NA,NA,NA,Asterales,Asteraceae,ERNAO?,Ericameria nauseosa ssp. consimilis var. oreophila,Ericameria,nauseosa,"rabbitbrush, Rubber",Ericameria nauseosa var. oreophila,"4,5,7",GW dependent,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Asterales,Asteraceae,ERNAS2,Ericameria nauseosa var. speciosa,Ericameria,nauseosa,"rabbitbrush, White-stemmed",NA,2,0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
-1,NA,NA,NA,Asterales,Asteraceae,ERNAS2?,Ericameria nauseosa ssp. nauseosa var. speciosa,Ericameria,nauseosa,"rabbitbrush, White-stemmed",Ericameria nauseosa var. speciosa,2,0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERNI4,Eriogonum nidularium,Eriogonum,nidularium,"buckwheat, Birds-nest",inflorescence curved inward,"1,2,3,4,6,7",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERNU3,Eriogonum nudum,Eriogonum,nudum,"buckwheat, Nude",NA,7,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERNU4,Eriogonum nummulare,Eriogonum,nummulare,"buckwheat, Kearney",NA,"1,3,6",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERNUP4,Eriogonum nudum var. pubiflorum,Eriogonum,nudum,"buckwheat, Downy-flowered nude",NA,2,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Geraniales,Geraniaceae,ERODI,Erodium sp.,Erodium,sp,Filaree,NA,4,0,0,0,-1,0,Annual,weed,n/a,n/a,2,NA,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Poales,Poaceae,EROR,Eragrostis orcuttiana,Eragrostis,orcuttiana,"lovegrass, Green mexican",Eragrostis mexicana ssp. virescens,1,GW dependent,0,0,0,0,Annual,grass,FAC,NO,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERPA29,Ericameria paniculata,Ericameria,paniculata,"rabbitbrush, Wash/Black-stem",NA,7,0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Poales,Poaceae,ERPE,Eragrostis pectinacea,Eragrostis,pectinacea,"lovegrass, Tufted",NA,"1,6,7",0,0,0,0,0,Annual,grass,FAC,FACU,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,ERPEM,Eragrostis pectinacea var. miserrima,Eragrostis,pectinacea,"lovegrass, Desert",NA,7,0,0,0,0,0,Annual,grass,FAC,FACU,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERPR4,Eriophyllum pringlei,Eriophyllum,pringlei,"eriophyllum, Bud",NA,"2,8",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERPU2,Erigeron pumilus,Erigeron,pumilus,"fleabane daisy, Shaggy",NA,7,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERPU6,Eriogonum pusillum,Eriogonum,pusillum,Yellow turbans,flower bracts minutely glandular,"2,3,4,8",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Myrtales,Onagraceae,ERRE,Eremothera refracta,Eremothera,refracta,"evening primrose, Narrow-leaved","Lvs w/ minute dentate teeth, Flws white fading to red",2,0,0,0,0,0,Annual,forb,n/a,n/a,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERRE3,Eriogonum reniforme,Eriogonum,reniforme,"buckwheat, Kidney-leaved",flower bracts glabrous,"1,4,7,8",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Malvales,Malvaceae,ERRO8,Eremalche rotundifolia,Eremalche,rotundifolia,desert fivespot,NA,8,0,0,0,0,0,Annual,forb,NA,NA,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Polemoniales,Polemoniaceae,ERSP3,Eriastrum sparsiflorum,Eriastrum,sparsiflorum,"woolly-star, Great basin","stamens equal, leaf 2-lobed at base","4,7,8",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERSP6,Eriogonum spergulinum,Eriogonum,spergulinum,"buckwheat, Spurry",NA,1,0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERTE18,Ericameria teretifolia,Ericameria,teretifolia,"rabbitbrush, Needleleaf",NA,"1,2,3,4",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Polygonales,Polygonaceae,ERUM,Eriogonum umbellatum,Eriogonum,umbellatum,"buckwheat, Sulfur flower",NA,1,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ERWA7,Eriophyllum wallacei,Eriophyllum,wallacei,"woolly daisy, Wallace's",NA,"2,3,4,7",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polemoniales,Polemoniaceae,ERWI,Eriastrum wilcoxii,Eriastrum,wilcoxii,"woolly star, Wilcox's","stamens unequal, leaf 2-4-lobed at base","2,3",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,"Berberidales, Circaeasterales, Eupteleales, Hydrastidales, Lardizabalales, Menispermales, Papaverales",Papaverales,Papaveraceae,ESCO,Eschscholzia covillei,Eschscholzia,covillei,"poppy, Little golden",Eschscholzia minutiflora,2,0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,"Berberidales, Circaeasterales, Eupteleales, Hydrastidales, Lardizabalales, Menispermales, Papaverales",Papaverales,Papaveraceae,ESMI,Eschscholzia minutiflora,Eschscholzia,minutiflora,"poppy, Little golden",NA,"2,3,7",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Euphorbiales,Euphorbiaceae,EUAL4,Euphorbia albomarginata,Euphorbia,albomarginata,"weed, Rattlesnake",Chamaesyce albomarginata,2,0,0,-1,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,EUNE8,Euphrosyne nevadensis,Euphrosyne,nevadensis,"weed, Nevada poverty",NA,"2,3",0,0,0,0,0,Annual,forb,n/a,n/a,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Asterales,Asteraceae,EUOC4,Euthamia occidentalis,Euthamia,occidentalis,"goldenrod, Western",NA,"2,3,5,6,7,8",GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Euphorbiales,Euphorbiaceae,EUPHO,Euphorbia sp.,Euphorbia,sp,Spurge,NA,"0,4",0,0,-1,-1,0,Annual/Perennial,weed,n/a,n/a,2,NA,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Euphorbiales,Euphorbiaceae,EUSU,Euphorbia supina,Euphorbia,supina,"spurge, Spotted",Chamaesyce maculata,"2,4",0,0,-1,-1,0,Annual,weed,FACU*,NI,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Euphorbiales,Euphorbiaceae,EUVA,Euphorbia vallis-mortae,Euphorbia,vallis,"spurge, Death Valley",Chamaesyce vallis-mortae,2,0,0,-1,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Poales,Poaceae,FEAR,Festuca arida,Festuca,arida,"fescue, Desert",Vulpia microstachys var. microstachys,1,0,0,0,0,0,Annual,grass,n/a,n/a,NA,Native,Grass,Seed bearing plants,Angiosperm,Monocot,0,NA
0,NA,NA,NA,Poales,Poaceae,FEAR3,Festuca arundinacea,Festuca,arundinacea,"fescue, Tall",NA,"1,5,6,7",GW dependent,0,0,-1,0,Perennial,weed,FAC-,FACW-,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,FEMI2,Festuca microstachys,Festuca,microstachys,"fescue, Desert",NA,"1,2",0,0,0,0,0,Annual,grass,n/a,n/a,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,FEOC,Festuca occidentalis,Festuca,occidentalis,"fescue, Western",NA,0,0,0,0,0,0,Perennial,grass,n/a,n/a,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,FEOC3,Festuca octoflora,Festuca,octoflora,Sixweeks fescue,NA,1,0,0,0,0,0,Annual,grass,UPL,UPL,NA,Native,Grass,Seed bearing plants,Angiosperm,Monocot,0,NA
-1,NA,NA,NA,Poales,Poaceae,FEOCH3,Festuca octoflora ssp. hirtella,Festuca,octoflora,"fescue, Sixweeks",Festuca octoflora,2,0,0,0,0,0,Annual,grass,UPL,UPL,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,FEPE,Festuca perennis,Festuca,perennis,"ryegrass, Perennial",NA,"4,7,8",GW dependent,0,0,-1,0,Annual/Perennial,grass,FAC*,FACU,NA,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,0,NA
0,NA,NA,NA,Poales,Poaceae,FEPR,Festuca pratensis,Festuca,pratensis,"fescue, Meadow",NA,"0,4,7",0,0,0,-1,0,Perennial,weed,FACU*,FACU,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Poales,Poaceae,FERE2,Festuca reflexa,Festuca,reflexa,"fescue, Reflex",Vulpia microstachys var. pauciflora,"1,2",0,0,0,0,0,Annual,grass,n/a,n/a,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,FESTU,Festuca sp.,Festuca,sp,Fescue,NA,"1,4,6,7,8",0,0,0,0,0,Perennial,grass,n/a,n/a,4,NA,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Asterales,Asteraceae,FIAR,Filago arizonica,Filago,arizonica,"cottonrose, Arizona",Logfia arizonica,2,0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Cyperales,Cyperaceae,FITH,Fimbristylis thermalis,Fimbristylis,thermalis,"fimbristylis, Hot-springs",NA,7,GW dependent,0,0,0,0,Perennial,grass,OBL,OBL,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
